date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:09	1820040/1820040	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:09%20GMT	https://pixio-nuxt.vercel.app/shop-filters-top-bar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-filters-top-bar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:10	1793556/1793556	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:09%20GMT	https://pixio-nuxt.vercel.app/shop-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:11	1760573/1760573	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:10%20GMT	https://pixio-nuxt.vercel.app/shop-style-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-style-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:12	1752740/1752740	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:12%20GMT	https://pixio-nuxt.vercel.app/shop-style-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-style-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:13	1780971/1780971	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:13%20GMT	https://pixio-nuxt.vercel.app/product-default	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/product-default.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:14	1775203/1775203	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:14%20GMT	https://pixio-nuxt.vercel.app/product-thumbnail	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/product-thumbnail.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:15	1777836/1777836	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:15%20GMT	https://pixio-nuxt.vercel.app/product-grid-media	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/product-grid-media.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:16	1771808/1771808	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:16%20GMT	https://pixio-nuxt.vercel.app/product-carousel	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/product-carousel.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:17	1774001/1774001	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:17%20GMT	https://pixio-nuxt.vercel.app/product-full-width	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/product-full-width.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:19	1765215/1765215	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:19%20GMT	https://pixio-nuxt.vercel.app/shop-checkout	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-checkout.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:20	1789688/1789688	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:20%20GMT	https://pixio-nuxt.vercel.app/shop-compare	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-compare.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:21	1751195/1751195	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:21%20GMT	https://pixio-nuxt.vercel.app/shop-order-tracking	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/shop-order-tracking.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:22	1750962/1750962	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:22%20GMT	https://pixio-nuxt.vercel.app/login	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/login.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:24	1751196/1751196	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:24%20GMT	https://pixio-nuxt.vercel.app/registration	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/registration.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:25	1751935/1751935	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:24%20GMT	https://pixio-nuxt.vercel.app/forget-password	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/forget-password.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:26	1753509/1753509	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:26%20GMT	https://pixio-nuxt.vercel.app/blog-dark-2-column	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-dark-2-column.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:27	1758630/1758630	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:27%20GMT	https://pixio-nuxt.vercel.app/blog-dark-2-column-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-dark-2-column-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:28	1759141/1759141	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:28%20GMT	https://pixio-nuxt.vercel.app/blog-dark-3-column	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-dark-3-column.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:29	1755037/1755037	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:29%20GMT	https://pixio-nuxt.vercel.app/blog-dark-half-image	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-dark-half-image.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:30	1753602/1753602	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:30%20GMT	https://pixio-nuxt.vercel.app/blog-light-2-column	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-light-2-column.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:31	1758680/1758680	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:31%20GMT	https://pixio-nuxt.vercel.app/blog-light-2-column-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-light-2-column-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:32	1755150/1755150	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:32%20GMT	https://pixio-nuxt.vercel.app/blog-light-half-image	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-light-half-image.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:33	1754962/1754962	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:33%20GMT	https://pixio-nuxt.vercel.app/blog-exclusive	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-exclusive.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:34	1758099/1758099	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:34%20GMT	https://pixio-nuxt.vercel.app/blog-left-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-left-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:35	1758055/1758055	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:35%20GMT	https://pixio-nuxt.vercel.app/blog-right-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-right-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:36	1759301/1759301	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:36%20GMT	https://pixio-nuxt.vercel.app/blog-both-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-both-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:38	1759624/1759624	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:37%20GMT	https://pixio-nuxt.vercel.app/blog-wide-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-wide-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:39	1757770/1757770	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:38%20GMT	https://pixio-nuxt.vercel.app/blog-archive	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-archive.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:39	1763992/1763992	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:39%20GMT	https://pixio-nuxt.vercel.app/blog-author	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-author.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:40	1759257/1759257	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:40%20GMT	https://pixio-nuxt.vercel.app/blog-category	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-category.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:42	1756737/1756737	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:42%20GMT	https://pixio-nuxt.vercel.app/blog-tag	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/blog-tag.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:43	1765815/1765815	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:42%20GMT	https://pixio-nuxt.vercel.app/post-standard	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-standard.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:44	1765295/1765295	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:43%20GMT	https://pixio-nuxt.vercel.app/post-left-sidebar	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-left-sidebar.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:45	1761357/1761357	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:44%20GMT	https://pixio-nuxt.vercel.app/post-header-image	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-header-image.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:46	1762745/1762745	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:45%20GMT	https://pixio-nuxt.vercel.app/post-slide-show	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-slide-show.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:47	1766143/1766143	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:47%20GMT	https://pixio-nuxt.vercel.app/post-side-image	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-side-image.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:48	1766783/1766783	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:47%20GMT	https://pixio-nuxt.vercel.app/post-gallery	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-gallery.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:49	1766616/1766616	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:48%20GMT	https://pixio-nuxt.vercel.app/post-gallery-alternative	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-gallery-alternative.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:49	1762347/1762347	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:49%20GMT	https://pixio-nuxt.vercel.app/post-open-gutenberg	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-open-gutenberg.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:50	1765268/1765268	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:50%20GMT	https://pixio-nuxt.vercel.app/post-link	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-link.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:51	1764750/1764750	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:51%20GMT	https://pixio-nuxt.vercel.app/post-audio	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-audio.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:53	1764692/1764692	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:52%20GMT	https://pixio-nuxt.vercel.app/post-video	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/post-video.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:53	1754281/1754281	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:53%20GMT	https://pixio-nuxt.vercel.app/portfolio-tiles	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-tiles.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:54	1754773/1754773	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:54%20GMT	https://pixio-nuxt.vercel.app/collage-style-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/collage-style-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:56	1756077/1756077	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:55%20GMT	https://pixio-nuxt.vercel.app/collage-style-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/collage-style-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:57	1754613/1754613	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:57%20GMT	https://pixio-nuxt.vercel.app/masonry-grid	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/masonry-grid.html	(from https://pixio-nuxt.vercel.app/index-2)
09:38:58	1757193/1757193	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:58%20GMT	https://pixio-nuxt.vercel.app/cobble-style-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/cobble-style-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:00	1754802/1754802	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:38:59%20GMT	https://pixio-nuxt.vercel.app/cobble-style-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/cobble-style-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:01	1750635/1750635	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:00%20GMT	https://pixio-nuxt.vercel.app/portfolio-thumbs-slider	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-thumbs-slider.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:02	1744401/1744401	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:02%20GMT	https://pixio-nuxt.vercel.app/portfolio-film-strip	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-film-strip.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:03	1744550/1744550	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:03%20GMT	https://pixio-nuxt.vercel.app/carousel-showcase	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/carousel-showcase.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:04	1746629/1746629	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:04%20GMT	https://pixio-nuxt.vercel.app/portfolio-split-slider	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-split-slider.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:05	1762080/1762080	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:05%20GMT	https://pixio-nuxt.vercel.app/portfolio-details-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-details-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:06	1760890/1760890	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:06%20GMT	https://pixio-nuxt.vercel.app/portfolio-details-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-details-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:07	1758240/1758240	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:07%20GMT	https://pixio-nuxt.vercel.app/portfolio-details-3	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-details-3.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:08	1756877/1756877	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:08%20GMT	https://pixio-nuxt.vercel.app/portfolio-details-4	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-details-4.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:09	1758777/1758777	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:09%20GMT	https://pixio-nuxt.vercel.app/portfolio-details-5	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/portfolio-details-5.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:10	1759735/1759735	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:10%20GMT	https://pixio-nuxt.vercel.app/about-us	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/about-us.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:11	1777746/1777746	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:11%20GMT	https://pixio-nuxt.vercel.app/about-me	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/about-me.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:12	1753531/1753531	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:12%20GMT	https://pixio-nuxt.vercel.app/pricing-table	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/pricing-table.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:13	1753613/1753613	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:13%20GMT	https://pixio-nuxt.vercel.app/our-gift-vouchers	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/our-gift-vouchers.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:14	1771948/1771948	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:14%20GMT	https://pixio-nuxt.vercel.app/what-we-do	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/what-we-do.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:15	1752617/1752617	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:15%20GMT	https://pixio-nuxt.vercel.app/faqs-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/faqs-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:16	1778571/1778571	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:16%20GMT	https://pixio-nuxt.vercel.app/faqs-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/faqs-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:17	1757020/1757020	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:17%20GMT	https://pixio-nuxt.vercel.app/our-team	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/our-team.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:18	1742696/1742696	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:18%20GMT	https://pixio-nuxt.vercel.app/contact-us-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/contact-us-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:19	1744447/1744447	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:19%20GMT	https://pixio-nuxt.vercel.app/contact-us-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/contact-us-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:20	1757014/1757014	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:20%20GMT	https://pixio-nuxt.vercel.app/contact-us-3	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/contact-us-3.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:21	1749684/1749684	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:21%20GMT	https://pixio-nuxt.vercel.app/error-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/error-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:22	1669510/1669510	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:22%20GMT	https://pixio-nuxt.vercel.app/error-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/error-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:23	1670208/1670208	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:23%20GMT	https://pixio-nuxt.vercel.app/coming-soon	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/coming-soon.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:24	1672427/1672427	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:24%20GMT	https://pixio-nuxt.vercel.app/under-construction	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/under-construction.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:25	1759258/1759258	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:25%20GMT	https://pixio-nuxt.vercel.app/banner-with-bg-color	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-with-bg-color.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:26	1759393/1759393	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:26%20GMT	https://pixio-nuxt.vercel.app/banner-with-image	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-with-image.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:27	1760652/1760652	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:27%20GMT	https://pixio-nuxt.vercel.app/banner-with-video	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-with-video.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:28	1761496/1761496	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:28%20GMT	https://pixio-nuxt.vercel.app/banner-with-kanbern	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-with-kanbern.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:29	1760339/1760339	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:29%20GMT	https://pixio-nuxt.vercel.app/banner-small	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-small.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:30	1760412/1760412	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:30%20GMT	https://pixio-nuxt.vercel.app/banner-medium	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-medium.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:31	1760339/1760339	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:31%20GMT	https://pixio-nuxt.vercel.app/banner-large	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/banner-large.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:32	1804229/1804229	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:32%20GMT	https://pixio-nuxt.vercel.app/header-style-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:33	1839044/1839044	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:33%20GMT	https://pixio-nuxt.vercel.app/header-style-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-2.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:34	1818000/1818000	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:34%20GMT	https://pixio-nuxt.vercel.app/header-style-3	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-3.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:35	1805932/1805932	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:35%20GMT	https://pixio-nuxt.vercel.app/header-style-4	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-4.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:37	1805213/1805213	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:37%20GMT	https://pixio-nuxt.vercel.app/header-style-6	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-6.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:37	1804658/1804658	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:36%20GMT	https://pixio-nuxt.vercel.app/header-style-5	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-5.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:38	1806185/1806185	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:38%20GMT	https://pixio-nuxt.vercel.app/header-style-7	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/header-style-7.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:39	1757210/1757210	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:39%20GMT	https://pixio-nuxt.vercel.app/footer-style-1	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/footer-style-1.html	(from https://pixio-nuxt.vercel.app/index-2)
09:39:40	1756666/1756666	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:39:40%20GMT	https://pixio-nuxt.vercel.app/footer-style-2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/footer-style-2.html	(from https://pixio-nuxt.vercel.app/index-2)
